a00	A00 - Kolera
w6473	W64.73 - Exponering för andra och icke specificerade levande mekaniska krafter-lantbruksområde-annan sysselsättning
w6474	W64.74 - Exponering för andra och icke specificerade levande mekaniska krafter-lantbruksområde-vitalaktivitet
w6478	W64.78 - Exponering för andra och icke specificerade levande mekaniska krafter-lantbruksområde-andra aktiviteter
w6479	W64.79 - Exponering för andra och icke specificerade levande mekaniska krafter-lantbruksområde-ospec aktiviteter
w6480	W64.80 - Exponering för andra och icke specificerade levande mekaniska krafter-andra områden-idrott
w6481	W64.81 - Exponering för andra och icke specificerade levande mekaniska krafter-andra områden-lek,fritid
w6482	W64.82 - Exponering för andra och icke specificerade levande mekaniska krafter-andra områden-förvärvsarbete
w6483	W64.83 - Exponering för andra och icke specificerade levande mekaniska krafter-andra områden-annan sysselsättning
w6484	W64.84 - Exponering för andra och icke specificerade levande mekaniska krafter-andra områden-vitalaktivitet
w6488	W64.88 - Exponering för andra och icke specificerade levande mekaniska krafter-andra områden-andra aktiviteter
w6489	W64.89 - Exponering för andra och icke specificerade levande mekaniska krafter-andra områden-ospec aktiviteter
w6490	W64.90 - Exponering för andra och icke specificerade levande mekaniska krafter-ospec område-idrott
w6491	W64.91 - Exponering för andra och icke specificerade levande mekaniska krafter-ospec område-lek,fritid
w6492	W64.92 - Exponering för andra och icke specificerade levande mekaniska krafter-ospec område-förvärvsarbete
w6493	W64.93 - Exponering för andra och icke specificerade levande mekaniska krafter-ospec område-annan sysselsättning
w6494	W64.94 - Exponering för andra och icke specificerade levande mekaniska krafter-ospec område-vitalaktivitet
w6498	W64.98 - Exponering för andra och icke specificerade levande mekaniska krafter-ospec område-andra aktiviteter
w6499	W64.99 - Exponering för andra och icke specificerade levande mekaniska krafter-ospec område-ospec aktiviteter
w65	W65 - Drunkning och drunkningstillbud i badkar
w6500	W65.00 - Drunkning och drunkningstillbud i badkar-bostad-idrott
w6501	W65.01 - Drunkning och drunkningstillbud i badkar-bostad-lek,fritid
w6502	W65.02 - Drunkning och drunkningstillbud i badkar-bostad-förvärvsarbete
w6503	W65.03 - Drunkning och drunkningstillbud i badkar-bostad-annan sysselsättning
w6504	W65.04 - Drunkning och drunkningstillbud i badkar-bostad-vitalaktivitet
w6508	W65.08 - Drunkning och drunkningstillbud i badkar-bostad-andra aktiviteter
w6509	W65.09 - Drunkning och drunkningstillbud i badkar-bostad-ospec aktiviteter
w6510	W65.10 - Drunkning och drunkningstillbud i badkar-institutionellt boende-idrott
w6511	W65.11 - Drunkning och drunkningstillbud i badkar-institutionellt boende-lek,fritid
w6512	W65.12 - Drunkning och drunkningstillbud i badkar-institutionellt boende-förvärvsarbete
w6513	W65.13 - Drunkning och drunkningstillbud i badkar-institutionellt boende-annan sysselsättning
w6514	W65.14 - Drunkning och drunkningstillbud i badkar-institutionellt boende-vitalaktivitet
w6518	W65.18 - Drunkning och drunkningstillbud i badkar-institutionellt boende-andra aktiviteter
w6519	W65.19 - Drunkning och drunkningstillbud i badkar-institutionellt boende-ospec aktiviteter
w6520	W65.20 - Drunkning och drunkningstillbud i badkar-skola, offentlig lokal-idrott
w6521	W65.21 - Drunkning och drunkningstillbud i badkar-skola, offentlig lokal-lek,fritid
w6522	W65.22 - Drunkning och drunkningstillbud i badkar-skola, offentlig lokal-förvärvsarbete
w6523	W65.23 - Drunkning och drunkningstillbud i badkar-skola, offentlig lokal-annan sysselsättning
w6524	W65.24 - Drunkning och drunkningstillbud i badkar-skola, offentlig lokal-vitalaktivitet
w6528	W65.28 - Drunkning och drunkningstillbud i badkar-skola, offentlig lokal-andra aktiviteter
w6529	W65.29 - Drunkning och drunkningstillbud i badkar-skola, offentlig lokal-ospec aktiviteter
w6530	W65.30 - Drunkning och drunkningstillbud i badkar-idrottsanläggning-idrott
w6531	W65.31 - Drunkning och drunkningstillbud i badkar-idrottsanläggning-lek,fritid
w6532	W65.32 - Drunkning och drunkningstillbud i badkar-idrottsanläggning-förvärvsarbete
w6533	W65.33 - Drunkning och drunkningstillbud i badkar-idrottsanläggning-annan sysselsättning
w6534	W65.34 - Drunkning och drunkningstillbud i badkar-idrottsanläggning-vitalaktivitet
w6538	W65.38 - Drunkning och drunkningstillbud i badkar-idrottsanläggning-andra aktiviteter
w6539	W65.39 - Drunkning och drunkningstillbud i badkar-idrottsanläggning-ospec aktiviteter
w6540	W65.40 - Drunkning och drunkningstillbud i badkar-gata-idrott
w6541	W65.41 - Drunkning och drunkningstillbud i badkar-gata-lek,fritid
w6542	W65.42 - Drunkning och drunkningstillbud i badkar-gata-förvärvsarbete
w6543	W65.43 - Drunkning och drunkningstillbud i badkar-gata-annan sysselsättning
w6544	W65.44 - Drunkning och drunkningstillbud i badkar-gata-vitalaktivitet
w6548	W65.48 - Drunkning och drunkningstillbud i badkar-gata-andra aktiviteter
w6549	W65.49 - Drunkning och drunkningstillbud i badkar-gata-ospec aktiviteter
w6550	W65.50 - Drunkning och drunkningstillbud i badkar-serviceområde-idrott
w6551	W65.51 - Drunkning och drunkningstillbud i badkar-serviceområde-lek,fritid
w6552	W65.52 - Drunkning och drunkningstillbud i badkar-serviceområde-förvärvsarbete
w6553	W65.53 - Drunkning och drunkningstillbud i badkar-serviceområde-annan sysselsättning
w6554	W65.54 - Drunkning och drunkningstillbud i badkar-serviceområde-vitalaktivitet
w6558	W65.58 - Drunkning och drunkningstillbud i badkar-serviceområde-andra aktiviteter
w6559	W65.59 - Drunkning och drunkningstillbud i badkar-serviceområde-ospec aktiviteter
w6560	W65.60 - Drunkning och drunkningstillbud i badkar-industriområde-idrott
w6561	W65.61 - Drunkning och drunkningstillbud i badkar-industriområde-lek,fritid
w6562	W65.62 - Drunkning och drunkningstillbud i badkar-industriområde-förvärvsarbete
w6563	W65.63 - Drunkning och drunkningstillbud i badkar-industriområde-annan sysselsättning
w6564	W65.64 - Drunkning och drunkningstillbud i badkar-industriområde-vitalaktivitet
w6568	W65.68 - Drunkning och drunkningstillbud i badkar-industriområde-andra aktiviteter
w6569	W65.69 - Drunkning och drunkningstillbud i badkar-industriområde-ospec aktiviteter
w6570	W65.70 - Drunkning och drunkningstillbud i badkar-lantbruksområde-idrott
w6571	W65.71 - Drunkning och drunkningstillbud i badkar-lantbruksområde-lek,fritid
w6572	W65.72 - Drunkning och drunkningstillbud i badkar-lantbruksområde-förvärvsarbete
w6573	W65.73 - Drunkning och drunkningstillbud i badkar-lantbruksområde-annan sysselsättning
w6574	W65.74 - Drunkning och drunkningstillbud i badkar-lantbruksområde-vitalaktivitet
w6578	W65.78 - Drunkning och drunkningstillbud i badkar-lantbruksområde-andra aktiviteter
w6579	W65.79 - Drunkning och drunkningstillbud i badkar-lantbruksområde-ospec aktiviteter
w6580	W65.80 - Drunkning och drunkningstillbud i badkar-andra områden-idrott
w6581	W65.81 - Drunkning och drunkningstillbud i badkar-andra områden-lek,fritid
w6582	W65.82 - Drunkning och drunkningstillbud i badkar-andra områden-förvärvsarbete
w6583	W65.83 - Drunkning och drunkningstillbud i badkar-andra områden-annan sysselsättning
w6584	W65.84 - Drunkning och drunkningstillbud i badkar-andra områden-vitalaktivitet
w6588	W65.88 - Drunkning och drunkningstillbud i badkar-andra områden-andra aktiviteter
w6589	W65.89 - Drunkning och drunkningstillbud i badkar-andra områden-ospec aktiviteter
w6590	W65.90 - Drunkning och drunkningstillbud i badkar-ospec område-idrott
w6591	W65.91 - Drunkning och drunkningstillbud i badkar-ospec område-lek,fritid
w6592	W65.92 - Drunkning och drunkningstillbud i badkar-ospec område-förvärvsarbete
w6593	W65.93 - Drunkning och drunkningstillbud i badkar-ospec område-annan sysselsättning
w6594	W65.94 - Drunkning och drunkningstillbud i badkar-ospec område-vitalaktivitet
w6598	W65.98 - Drunkning och drunkningstillbud i badkar-ospec område-andra aktiviteter
w6599	W65.99 - Drunkning och drunkningstillbud i badkar-ospec område-ospec aktiviteter
w66	W66 - Drunkning och drunkningstillbud efter fall ned i badkar
w6600	W66.00 - Drunkning och drunkningstillbud efter fall ned i badkar-bostad-idrott
w6601	W66.01 - Drunkning och drunkningstillbud efter fall ned i badkar-bostad-lek,fritid
w6602	W66.02 - Drunkning och drunkningstillbud efter fall ned i badkar-bostad-förvärvsarbete
w6603	W66.03 - Drunkning och drunkningstillbud efter fall ned i badkar-bostad-annan sysselsättning
w6604	W66.04 - Drunkning och drunkningstillbud efter fall ned i badkar-bostad-vitalaktivitet
w6608	W66.08 - Drunkning och drunkningstillbud efter fall ned i badkar-bostad-andra aktiviteter
w6609	W66.09 - Drunkning och drunkningstillbud efter fall ned i badkar-bostad-ospec aktiviteter
w6610	W66.10 - Drunkning och drunkningstillbud efter fall ned i badkar-institutionellt boende-idrott
w6611	W66.11 - Drunkning och drunkningstillbud efter fall ned i badkar-institutionellt boende-lek,fritid
w6612	W66.12 - Drunkning och drunkningstillbud efter fall ned i badkar-institutionellt boende-förvärvsarbete
w6613	W66.13 - Drunkning och drunkningstillbud efter fall ned i badkar-institutionellt boende-annan sysselsättning
w6614	W66.14 - Drunkning och drunkningstillbud efter fall ned i badkar-institutionellt boende-vitalaktivitet
w6618	W66.18 - Drunkning och drunkningstillbud efter fall ned i badkar-institutionellt boende-andra aktiviteter
w6619	W66.19 - Drunkning och drunkningstillbud efter fall ned i badkar-institutionellt boende-ospec aktiviteter
w6620	W66.20 - Drunkning och drunkningstillbud efter fall ned i badkar-skola, offentlig lokal-idrott
w6621	W66.21 - Drunkning och drunkningstillbud efter fall ned i badkar-skola, offentlig lokal-lek,fritid
w6622	W66.22 - Drunkning och drunkningstillbud efter fall ned i badkar-skola, offentlig lokal-förvärvsarbete
w6623	W66.23 - Drunkning och drunkningstillbud efter fall ned i badkar-skola, offentlig lokal-annan sysselsättning
w6624	W66.24 - Drunkning och drunkningstillbud efter fall ned i badkar-skola, offentlig lokal-vitalaktivitet
w6628	W66.28 - Drunkning och drunkningstillbud efter fall ned i badkar-skola, offentlig lokal-andra aktiviteter
w6629	W66.29 - Drunkning och drunkningstillbud efter fall ned i badkar-skola, offentlig lokal-ospec aktiviteter
w6630	W66.30 - Drunkning och drunkningstillbud efter fall ned i badkar-idrottsanläggning-idrott
w6631	W66.31 - Drunkning och drunkningstillbud efter fall ned i badkar-idrottsanläggning-lek,fritid
w6632	W66.32 - Drunkning och drunkningstillbud efter fall ned i badkar-idrottsanläggning-förvärvsarbete
w6633	W66.33 - Drunkning och drunkningstillbud efter fall ned i badkar-idrottsanläggning-annan sysselsättning
w6634	W66.34 - Drunkning och drunkningstillbud efter fall ned i badkar-idrottsanläggning-vitalaktivitet
w6638	W66.38 - Drunkning och drunkningstillbud efter fall ned i badkar-idrottsanläggning-andra aktiviteter
w6639	W66.39 - Drunkning och drunkningstillbud efter fall ned i badkar-idrottsanläggning-ospec aktiviteter
w6640	W66.40 - Drunkning och drunkningstillbud efter fall ned i badkar-gata-idrott
w6641	W66.41 - Drunkning och drunkningstillbud efter fall ned i badkar-gata-lek,fritid
w6642	W66.42 - Drunkning och drunkningstillbud efter fall ned i badkar-gata-förvärvsarbete
w6643	W66.43 - Drunkning och drunkningstillbud efter fall ned i badkar-gata-annan sysselsättning
w6644	W66.44 - Drunkning och drunkningstillbud efter fall ned i badkar-gata-vitalaktivitet
w6648	W66.48 - Drunkning och drunkningstillbud efter fall ned i badkar-gata-andra aktiviteter
w6649	W66.49 - Drunkning och drunkningstillbud efter fall ned i badkar-gata-ospec aktiviteter
w6650	W66.50 - Drunkning och drunkningstillbud efter fall ned i badkar-serviceområde-idrott
w6651	W66.51 - Drunkning och drunkningstillbud efter fall ned i badkar-serviceområde-lek,fritid
w6652	W66.52 - Drunkning och drunkningstillbud efter fall ned i badkar-serviceområde-förvärvsarbete
w6653	W66.53 - Drunkning och drunkningstillbud efter fall ned i badkar-serviceområde-annan sysselsättning
w6654	W66.54 - Drunkning och drunkningstillbud efter fall ned i badkar-serviceområde-vitalaktivitet
w6658	W66.58 - Drunkning och drunkningstillbud efter fall ned i badkar-serviceområde-andra aktiviteter
w6659	W66.59 - Drunkning och drunkningstillbud efter fall ned i badkar-serviceområde-ospec aktiviteter
w6660	W66.60 - Drunkning och drunkningstillbud efter fall ned i badkar-industriområde-idrott
w6661	W66.61 - Drunkning och drunkningstillbud efter fall ned i badkar-industriområde-lek,fritid
w6662	W66.62 - Drunkning och drunkningstillbud efter fall ned i badkar-industriområde-förvärvsarbete
w6663	W66.63 - Drunkning och drunkningstillbud efter fall ned i badkar-industriområde-annan sysselsättning
w6664	W66.64 - Drunkning och drunkningstillbud efter fall ned i badkar-industriområde-vitalaktivitet
w6668	W66.68 - Drunkning och drunkningstillbud efter fall ned i badkar-industriområde-andra aktiviteter
w6669	W66.69 - Drunkning och drunkningstillbud efter fall ned i badkar-industriområde-ospec aktiviteter
w6670	W66.70 - Drunkning och drunkningstillbud efter fall ned i badkar-lantbruksområde-idrott
w6671	W66.71 - Drunkning och drunkningstillbud efter fall ned i badkar-lantbruksområde-lek,fritid
w6672	W66.72 - Drunkning och drunkningstillbud efter fall ned i badkar-lantbruksområde-förvärvsarbete
w6673	W66.73 - Drunkning och drunkningstillbud efter fall ned i badkar-lantbruksområde-annan sysselsättning
w6674	W66.74 - Drunkning och drunkningstillbud efter fall ned i badkar-lantbruksområde-vitalaktivitet
w6678	W66.78 - Drunkning och drunkningstillbud efter fall ned i badkar-lantbruksområde-andra aktiviteter
w6679	W66.79 - Drunkning och drunkningstillbud efter fall ned i badkar-lantbruksområde-ospec aktiviteter
w6680	W66.80 - Drunkning och drunkningstillbud efter fall ned i badkar-andra områden-idrott
w6681	W66.81 - Drunkning och drunkningstillbud efter fall ned i badkar-andra områden-lek,fritid
w6682	W66.82 - Drunkning och drunkningstillbud efter fall ned i badkar-andra områden-förvärvsarbete
w6683	W66.83 - Drunkning och drunkningstillbud efter fall ned i badkar-andra områden-annan sysselsättning
w6684	W66.84 - Drunkning och drunkningstillbud efter fall ned i badkar-andra områden-vitalaktivitet
w6688	W66.88 - Drunkning och drunkningstillbud efter fall ned i badkar-andra områden-andra aktiviteter
